,temp,windspeed,casual,dia_sem_encoded,laborables_0,laborables_1,weathersit_encoded,month_encoded
367,6.15,24.499957,89,1,0,1,3,1
368,4.4075,12.3749,95,0,0,1,2,1
369,10.899153,8.709129,140,1,1,0,3,1
370,13.700847,11.249836,307,2,1,0,3,1
371,16.126653,11.708786,1070,4,0,1,3,1
372,13.8375,12.833314,599,3,0,1,3,1
373,9.190847,6.6263,106,1,0,1,2,1
374,12.656536,12.565984,173,1,0,1,3,1
375,11.240847,8.791807,92,0,0,1,2,1
376,15.6825,12.124789,269,1,1,0,2,1
377,11.240847,25.333236,174,2,1,0,3,1
378,7.38,12.541261,333,4,0,1,3,1
379,6.833347,16.834286,284,3,0,1,3,1
380,7.79,15.500986,217,1,0,1,3,1
381,15.294763,23.39171,127,1,0,1,2,1
382,12.436653,27.833743,109,0,0,1,3,1
383,7.79,14.750586,130,1,1,0,3,1
384,8.9175,13.58425,115,2,1,0,2,1
385,7.106653,14.917014,67,4,1,0,2,1
386,6.6625,13.375746,196,3,0,1,2,1
387,8.951653,7.417436,145,1,0,1,2,1
388,14.0425,8.292389,439,1,0,1,3,1
389,12.060847,10.791757,467,0,0,1,3,1
390,14.008347,4.9175186,244,1,1,0,2,1
391,17.425,22.958689,269,2,1,0,2,1
392,12.949153,14.125543,775,4,0,1,3,1
393,11.5825,16.08335,558,3,0,1,3,1
394,11.035847,14.458064,126,1,0,1,3,1
395,15.99,17.541739,324,1,0,1,3,1
396,19.235847,12.667489,304,0,0,1,3,2
397,16.365847,12.541529,190,1,1,0,2,2
398,12.846653,11.959232,310,2,1,0,3,2
399,10.830847,8.167032,384,4,0,1,2,2
400,10.899153,11.791732,318,3,0,1,2,2
401,11.586969,10.3046,206,1,0,1,3,2
402,14.520847,9.874393,199,1,0,1,3,2
403,10.523347,8.959307,109,0,0,1,2,2
404,10.865,13.000479,163,1,1,0,3,2
405,11.514153,7.834243,227,2,1,0,2,2
406,9.190847,19.416332,192,4,0,1,1,2
407,5.2275,27.417204,73,3,0,1,3,2
408,9.1225,11.207961,94,1,0,1,3,2
409,13.085847,9.458993,135,1,0,1,2,2
410,14.281653,12.1672,141,0,0,1,3,2
411,12.983347,6.125475,74,1,1,0,2,2
412,14.076653,13.791682,349,2,1,0,3,2
413,14.213347,12.792243,1435,4,1,0,3,2
414,11.48,16.958504,618,3,0,1,2,2
415,11.48,15.348561,502,1,0,1,3,2
416,11.800866,13.783039,163,1,0,1,3,2
417,16.229153,15.709557,394,0,0,1,3,2
418,18.620847,12.791171,516,1,1,0,3,2
419,16.7075,15.916989,246,2,1,0,2,2
420,11.924153,28.250014,317,4,0,1,3,2
421,11.445847,13.750343,515,3,0,1,3,2
422,15.033347,17.958211,253,1,0,1,3,2
423,14.725847,12.958939,229,1,0,1,3,2
424,19.919153,15.208129,325,0,0,1,3,4
425,14.486653,9.708568,246,1,1,0,2,4
426,16.980847,10.792293,956,2,1,0,2,4
427,13.359153,22.416257,710,4,0,1,3,4
428,9.976653,15.333486,203,3,0,1,3,4
429,10.591653,13.458625,221,1,0,1,3,4
430,16.570847,23.167193,432,1,0,1,3,4
431,21.6275,29.584721,486,0,0,1,3,4
432,16.844153,27.7916,447,1,1,0,2,4
433,11.7875,15.12525,968,2,1,0,3,4
434,14.831299,14.913329,1658,4,0,1,3,4
435,19.133347,13.916771,838,3,0,1,3,4
436,23.165,15.87565,762,1,0,1,3,4
437,23.4725,7.709154,997,1,0,1,3,4
438,22.8575,10.042161,1005,0,0,1,3,4
439,17.869153,7.583864,548,1,1,0,2,4
440,21.080847,7.417168,3155,2,1,0,2,4
441,19.3725,8.501161,2207,4,0,1,2,4
442,22.345,10.875239,982,3,0,1,3,4
443,22.994153,8.125157,1051,1,0,1,3,4
444,21.798347,6.0004061,1122,1,0,1,2,4
445,22.720847,7.876654,1334,0,0,1,3,4
446,24.668347,7.7921,2469,1,1,0,2,4
447,20.6025,12.916461,1033,2,1,0,2,4
448,17.9375,14.791925,1532,4,0,1,2,4
449,18.279153,25.917007,795,3,0,1,3,4
450,13.256653,12.541864,531,1,0,1,3,4
451,19.850847,19.541957,674,1,0,1,3,4
452,20.260847,21.41655,834,0,0,1,3,4
453,15.17,9.250489,796,1,1,0,2,4
454,17.390847,16.791339,2301,2,1,0,2,4
455,17.459153,11.541889,2347,4,0,1,2,5
456,17.790433,20.913313,1208,3,0,1,3,5
457,19.133347,6.708911,1348,1,0,1,3,5
458,22.208347,12.125325,1058,1,0,1,3,5
459,17.835,14.708443,1192,0,0,1,3,5
460,16.536653,20.125996,1807,1,1,0,3,5
461,17.9375,18.416357,3252,2,1,0,3,5
462,20.5,15.583932,2230,4,0,1,3,5
463,20.055847,23.999132,905,3,0,1,3,5
464,18.313347,16.708125,819,1,0,1,3,5
465,14.296536,19.783358,482,1,0,1,3,5
466,16.2975,19.458743,663,0,0,1,3,5
467,18.1425,10.416557,1252,1,1,0,3,5
468,20.295,12.791439,2795,2,1,0,3,5
469,24.873347,15.083643,2846,4,0,1,3,5
470,27.230847,19.083543,1198,3,1,0,3,5
471,24.941653,18.333143,989,1,0,1,3,5
472,18.996653,11.250104,347,1,0,1,2,5
473,20.431653,4.4172564,846,0,0,1,3,5
474,21.593347,10.041357,1340,1,1,0,3,5
475,23.37,19.000329,2541,2,1,0,3,5
476,16.263347,23.084582,120,4,0,1,1,5
477,13.188347,20.334232,195,3,0,1,2,5
478,16.946653,16.708661,518,1,0,1,3,5
479,19.543347,7.959064,655,1,0,1,3,5
480,20.431653,11.833875,475,0,0,1,2,5
481,18.7575,23.291411,1014,1,1,0,3,5
482,15.443347,8.708325,1120,2,1,0,2,5
483,18.791653,7.832836,2229,4,0,1,3,5
484,19.030847,11.499746,665,3,0,1,2,5
485,25.146653,10.458432,653,1,0,1,2,6
486,23.130847,9.249886,667,1,0,1,3,6
487,22.96,8.957632,764,0,0,1,2,6
488,25.7275,10.916846,1069,1,1,0,3,6
489,25.488347,10.250464,2496,2,1,0,2,6
490,23.0625,10.041893,2135,4,0,1,2,6
491,22.0375,15.458307,1008,3,0,1,2,6
492,23.848347,19.833943,738,1,0,1,2,6
493,23.575,14.499604,620,1,0,1,2,6
494,20.739153,21.042221,1026,0,0,1,3,6
495,21.866653,15.874779,1319,1,1,0,3,6
496,23.130847,8.249911,2622,2,1,0,3,6
497,25.1125,15.082839,2172,4,0,1,3,6
498,23.506653,14.250364,342,3,0,1,2,6
499,25.078347,9.875264,625,1,0,1,2,6
500,26.103347,8.208304,991,1,0,1,3,6
501,24.326653,15.374825,1242,0,0,1,3,6
502,23.130847,9.166739,1521,1,1,0,3,6
503,24.6,5.626325,3410,2,1,0,3,6
504,25.454153,17.042589,2704,4,0,1,3,6
505,24.531653,15.624668,630,3,0,1,2,6
506,25.215,7.917189,819,1,0,1,2,6
507,25.488347,6.834,766,1,0,1,2,6
508,26.855,11.584032,1059,0,0,1,3,6
509,27.88,9.41685,1417,1,1,0,3,6
510,28.3925,13.332464,2855,2,1,0,3,6
511,28.29,14.416457,3283,4,1,0,3,6
512,29.2125,13.166907,2557,3,0,1,3,6
513,29.6225,19.7918,880,1,0,1,3,6
514,26.923347,9.000043,745,1,0,1,2,6
515,27.88,13.083693,1100,0,0,1,3,6
516,26.820847,15.916721,533,1,1,0,2,7
517,23.916653,12.499654,2795,2,1,0,3,7
518,24.7025,12.333829,2494,4,0,1,3,7
519,24.4975,19.083811,1071,3,0,1,3,7
520,22.174153,14.041525,968,1,0,1,2,7
521,22.720847,5.167375,1027,1,0,1,3,7
522,24.7025,10.54245,1038,0,0,1,3,7
523,26.615847,11.750661,1488,1,1,0,3,7
524,29.144153,9.667229,2708,2,1,0,3,7
525,29.793347,8.959307,2224,4,0,1,3,7
526,29.554153,13.916771,1017,3,0,1,2,7
527,26.786653,14.374582,477,1,0,1,2,7
528,26.889153,22.999693,1173,1,0,1,3,7
529,26.581653,17.000111,1180,0,0,1,3,7
530,26.205847,11.833339,1563,1,1,0,3,7
531,25.898347,11.166689,2963,2,1,0,3,7
532,24.2925,9.708568,2634,4,0,1,3,7
533,23.301653,11.707982,653,3,0,1,2,7
534,28.221653,9.917139,968,1,0,1,3,7
535,32.0825,7.625404,872,1,0,1,3,7
536,33.039153,7.958729,778,0,0,1,3,7
537,31.8775,12.250414,964,1,1,0,3,7
538,29.998347,12.041307,2657,2,1,0,3,7
539,30.476653,9.750175,2551,4,0,1,3,7
540,29.349153,20.125661,1139,3,0,1,3,7
541,25.864153,23.292014,1077,1,0,1,3,7
542,28.5975,18.208925,1077,1,0,1,3,7
543,30.715847,11.50055,921,0,0,1,3,7
544,34.200847,11.082939,829,1,1,0,3,7
545,31.365,10.791757,1455,2,1,0,3,7
546,33.449153,11.291443,1421,4,0,1,3,7
547,32.048347,13.082889,904,3,0,1,3,7
548,32.014153,8.457879,1052,1,0,1,3,7
549,32.355847,9.04165,2562,1,1,0,3,7
550,33.9275,12.999943,1405,0,0,1,3,7
551,33.961653,9.791514,1366,1,1,0,3,7
552,35.328347,10.958118,1448,2,1,0,3,7
553,33.7225,8.417143,1203,4,0,1,3,7
554,29.144153,12.125325,998,3,0,1,2,7
555,29.554153,10.166379,954,1,0,1,2,7
556,29.383347,10.166111,975,1,0,1,3,7
557,29.349153,9.833925,1032,0,0,1,3,7
558,29.998347,5.41695,1511,1,1,0,2,7
559,28.836653,9.626493,2355,2,1,0,2,7
560,30.579153,11.166689,1920,4,0,1,3,7
561,31.296653,11.000529,1088,3,0,1,3,7
562,33.551653,7.666743,921,1,0,1,3,7
563,32.526653,9.208614,799,1,0,1,3,7
564,31.57,11.083743,888,0,0,1,3,7
565,27.299153,14.000789,747,1,1,0,2,7
566,24.429153,14.2911,1264,2,1,0,1,7
567,27.3675,6.2926936,2544,4,0,1,2,7
568,30.408347,9.291761,1135,3,0,1,3,7
569,30.784153,14.167418,1140,1,0,1,3,7
570,29.690847,11.0416,1383,1,0,1,3,7
571,31.843347,19.082471,1036,0,0,1,3,7
572,32.048347,10.250464,1259,1,1,0,3,7
573,30.989153,10.54245,2234,2,1,0,3,7
574,29.588347,11.416532,2153,4,0,1,3,7
575,29.964153,10.292339,1040,3,0,1,3,7
576,29.246653,11.083475,968,1,0,1,3,7
577,29.4175,9.458993,1074,1,0,1,3,7
578,30.8525,8.666718,983,0,0,1,3,7
579,31.399153,14.458064,1328,1,1,0,2,7
580,32.526653,17.249686,2345,2,1,0,3,7
581,31.535847,19.458207,1707,4,0,1,3,7
582,30.8525,8.666718,1233,3,0,1,2,7
583,30.169153,7.832836,1278,1,0,1,2,7
584,30.75,7.4169,1263,1,0,1,2,7
585,30.989153,10.4587,1196,0,0,1,3,7
586,29.349153,16.000471,1065,1,1,0,2,7
587,28.3925,13.834093,2247,2,1,0,2,7
588,28.734153,8.208304,2182,4,0,1,3,7
589,29.554153,9.126204,1207,3,0,1,3,7
590,29.793347,11.333586,1128,1,0,1,3,7
591,28.973347,11.374657,1198,1,0,1,3,7
592,29.485847,9.500332,1338,0,0,1,3,7
593,29.656653,15.500718,1483,1,1,0,3,7
594,27.811653,11.917089,2827,2,1,0,3,7
595,26.069153,5.79215,1208,4,0,1,2,7
596,26.069153,8.708593,1026,3,0,1,2,7
597,26.615847,4.8756436,1081,1,0,1,3,7
598,27.3675,4.7089811,1094,1,0,1,3,7
599,28.529153,5.6679186,1363,0,0,1,3,7
600,28.8025,4.8337686,1325,1,1,0,2,7
601,27.128347,16.375336,1829,2,1,0,2,7
602,26.786653,15.333486,1483,4,0,1,2,7
603,28.836653,8.625111,989,3,0,1,3,7
604,29.861653,12.791975,935,1,0,1,3,7
605,28.085,7.541654,1177,1,0,1,3,7
606,28.973347,5.1668189,1172,0,0,1,3,7
607,31.330847,11.291711,1433,1,1,0,3,7
608,30.886653,7.583529,2352,2,1,0,2,7
609,28.563347,4.2927436,2613,4,1,0,2,7
610,29.0075,10.125107,1965,3,0,1,3,7
611,29.759153,15.833507,867,1,0,1,3,7
612,30.203347,12.583136,832,1,0,1,3,7
613,28.563347,9.542207,611,0,0,1,2,7
614,28.836653,11.500282,1045,1,1,0,3,7
615,27.025847,18.833968,1557,2,1,0,2,7
616,25.01,15.041232,2570,4,0,1,3,7
617,23.916653,17.333771,1118,3,0,1,3,7
618,23.6775,6.1676314,1070,1,0,1,3,7
619,24.565847,8.833682,1050,1,0,1,3,7
620,25.1125,5.5422936,1054,0,0,1,3,7
621,25.966653,6.958821,1379,1,1,0,3,7
622,24.941653,16.583907,3160,2,1,0,3,7
623,23.78,6.0422811,2166,4,0,1,3,7
624,23.814153,10.166714,1022,3,0,1,2,7
625,25.556653,23.958329,371,1,0,1,2,7
626,22.6525,14.416725,788,1,0,1,3,7
627,22.413347,7.917189,939,0,0,1,3,7
628,24.565847,10.333343,1250,1,1,0,3,7
629,26.65,19.000061,2512,2,1,0,3,7
630,21.695847,14.958286,2454,4,0,1,3,7
631,21.080847,9.541068,1001,3,0,1,3,7
632,22.55,15.833507,845,1,0,1,3,7
633,26.035,16.3748,787,1,0,1,3,7
634,26.65,9.000914,751,0,0,1,2,7
635,25.385847,10.999993,1045,1,1,0,2,7
636,22.2425,15.249468,2589,2,1,0,3,7
637,21.593347,9.042186,2015,4,0,1,3,7
638,21.354153,6.0838814,763,3,0,1,2,5
639,24.224153,6.999825,315,1,0,1,1,5
640,26.9575,4.4585686,728,1,0,1,2,5
641,26.9575,7.875582,891,0,0,1,2,5
642,25.215,7.12545,1516,1,1,0,3,5
643,22.720847,17.957675,3031,2,1,0,3,5
644,17.049153,9.457854,781,4,0,1,2,5
645,15.716653,12.708493,874,3,0,1,2,5
646,18.313347,12.7501,601,1,0,1,2,5
647,21.080847,12.584007,780,1,0,1,3,5
648,17.835,12.166932,834,0,0,1,3,5
649,17.9375,15.751164,1060,1,1,0,3,5
650,16.126653,9.791514,2252,2,1,0,3,5
651,21.388347,18.667004,2080,4,1,0,3,5
652,23.028347,19.834479,760,3,0,1,2,5
653,19.201653,12.208807,922,1,0,1,3,5
654,18.689153,6.791857,979,1,0,1,3,5
655,21.4225,15.874779,1008,0,0,1,2,5
656,23.096653,9.041918,753,1,1,0,2,5
657,19.850847,7.874979,2806,2,1,0,3,5
658,19.030847,11.125618,2132,4,0,1,3,5
659,19.9875,5.4593811,830,3,0,1,3,5
660,22.310847,6.3345686,841,1,0,1,3,5
661,24.0875,4.8762064,795,1,0,1,3,5
662,22.55,8.333125,875,0,0,1,2,5
663,22.379153,8.875289,1182,1,1,0,2,5
664,21.73,15.791364,2643,2,1,0,2,5
665,19.5775,26.666536,998,4,0,1,2,5
666,18.04,23.9994,2,3,0,1,1,5
667,13.045462,14.271603,87,1,0,1,2,5
668,14.6575,11.166689,419,1,0,1,2,5
669,14.999153,10.542182,466,0,0,1,2,4
670,14.555,17.833725,618,1,1,0,3,4
671,14.076653,18.125443,1029,2,1,0,2,4
672,13.359153,12.000236,1201,4,0,1,3,4
673,13.085847,15.833775,378,3,0,1,3,4
674,11.514153,11.625371,466,1,0,1,3,4
675,12.129153,20.375236,326,1,0,1,2,4
676,14.439134,23.304945,340,0,0,1,3,4
677,14.828347,14.375386,709,1,1,0,3,4
678,15.955847,3.8756686,2090,2,1,0,3,4
679,17.254153,8.5425,2290,4,1,0,3,4
680,19.885,11.625639,1097,3,0,1,3,4
681,14.076653,22.917082,327,1,0,1,2,4
682,11.855847,13.374875,373,1,0,1,3,4
683,13.188347,10.250129,320,0,0,1,2,4
684,14.145,11.458675,484,1,1,0,3,4
685,13.325,12.041843,1313,2,1,0,3,4
686,14.0425,15.250004,922,4,0,1,3,4
687,15.614153,15.749489,449,3,0,1,2,4
688,15.340847,5.542575,534,1,0,1,2,4
689,14.486653,6.917482,615,1,0,1,3,4
690,13.94,3.5423436,955,0,0,1,3,4
691,15.101653,9.917407,1603,1,1,0,3,4
692,11.411653,25.250357,532,2,1,0,3,4
693,10.079153,10.0835,309,4,0,1,3,4
694,12.846653,3.12555,337,3,0,1,3,4
695,11.958347,15.916654,123,1,0,1,2,4
696,12.163347,14.125007,198,1,1,0,3,4
697,11.51567,7.739974,243,0,0,1,3,4
698,12.231653,3.9175436,362,1,1,0,3,4
699,12.231653,4.0001814,951,2,1,0,2,3
700,14.2475,8.333393,892,4,0,1,2,3
701,18.5525,5.5422936,555,3,0,1,3,3
702,19.509153,11.666643,551,1,0,1,3,3
703,17.971653,21.709407,331,1,0,1,3,3
704,10.489153,11.708518,340,0,0,1,3,3
705,13.154153,8.7502,349,1,1,0,2,3
706,15.648347,6.792393,1153,2,1,0,2,3
707,15.750847,10.584325,441,4,0,1,2,3
708,17.869153,12.750636,329,3,0,1,2,3
709,14.486653,19.834479,282,1,0,1,2,3
710,12.1975,10.916779,310,1,0,1,2,3
711,12.129153,11.666643,425,0,0,1,3,3
712,11.548347,8.792343,429,1,1,0,3,3
713,13.290847,7.12545,767,2,1,0,3,3
714,14.8625,6.749714,538,4,0,1,2,3
715,16.126653,6.5833061,212,3,0,1,2,3
716,16.844153,14.834068,433,1,0,1,3,3
717,13.6325,12.334164,333,1,0,1,3,3
718,13.53,8.875021,314,0,0,1,2,3
719,13.393347,25.083661,221,1,1,0,2,3
720,10.899153,27.292182,205,2,1,0,3,3
721,10.079153,8.916561,408,4,0,1,3,3
722,9.483464,5.1744368,174,3,0,1,2,3
723,11.943464,11.304642,440,1,1,0,2,3
724,9.976653,21.208582,9,1,0,1,1,3
725,10.420847,23.458911,247,0,0,1,2,3
726,10.386653,10.416557,644,1,1,0,2,3
727,10.386653,8.333661,159,2,1,0,2,3
728,10.489153,23.500518,364,4,0,1,3,3
729,8.849153,10.374682,439,3,0,1,2,3
